rainfall_1h,rainfall_3h,rainfall_24h,humidity,elevation,slope,soil_moisture,river_distance,flood
4.8,9.6,33.6,40.8,2987.0,25.5,0.61,618.0,0
25.4,75.0,280.8,61.3,1378.0,38.9,0.81,20.0,1
29.7,63.3,177.0,84.6,1962.0,31.2,0.73,3440.0,0
7.7,20.8,55.0,44.7,1286.0,14.7,1.0,63.0,0
14.9,35.2,55.5,74.0,1361.0,26.1,0.11,689.0,0
58.9,155.3,574.2,65.7,2178.0,32.7,0.42,175.0,0
37.4,73.0,111.9,41.1,2832.0,33.3,0.35,299.0,1
35.9,65.5,253.1,54.2,1764.0,30.7,0.34,623.0,1
54.2,166.6,453.7,57.1,2375.0,39.4,0.3,344.0,1
12.4,26.9,63.4,46.7,541.0,39.4,0.74,173.0,0
7.7,22.7,86.5,77.9,870.0,26.9,0.18,244.0,0
49.4,158.1,246.7,54.5,1656.0,20.5,0.77,251.0,1
23.6,49.4,145.8,56.7,354.0,29.6,0.72,1921.0,0
12.1,26.2,75.2,93.9,983.0,37.2,0.33,962.0,0
5.0,13.6,28.0,68.0,1697.0,2.2,0.33,368.0,1
28.8,90.6,233.1,63.5,340.0,44.7,0.67,134.0,1
21.5,66.3,207.4,83.4,1014.0,9.9,0.79,1000.0,0
18.7,46.8,155.3,94.6,1688.0,22.2,0.89,103.0,1
2.0,5.7,8.6,41.5,1848.0,39.5,0.87,142.0,1
68.0,135.3,520.0,66.9,2800.0,11.7,0.97,273.0,1
6.3,20.0,38.3,76.6,2042.0,22.5,0.62,1274.0,0
20.2,63.6,132.5,59.1,1420.0,7.7,0.92,85.0,1
17.6,35.7,77.0,86.3,2812.0,19.0,0.83,78.0,0
38.2,84.8,135.2,98.3,2419.0,9.6,0.91,409.0,0
5.1,9.8,17.8,96.6,840.0,17.6,0.11,194.0,0
35.1,76.4,303.2,56.0,653.0,18.1,0.97,505.0,0
28.9,84.9,194.3,53.6,2125.0,44.7,0.53,360.0,0
14.2,33.2,59.4,97.4,1812.0,44.8,0.82,343.0,1
34.2,65.8,116.2,67.5,2432.0,6.9,0.21,71.0,0
25.4,57.8,190.8,52.5,2295.0,33.2,0.46,91.0,0
78.7,249.9,908.9,82.4,1988.0,4.2,0.34,1032.0,0
21.5,57.6,123.4,57.1,2963.0,3.3,0.36,1302.0,0
10.7,25.4,39.5,56.0,1741.0,6.5,0.21,160.0,0
35.3,71.8,147.7,92.8,605.0,43.5,0.83,72.0,1
19.4,61.8,101.4,49.7,2536.0,42.5,0.11,33.0,0
25.0,73.7,129.6,43.9,980.0,10.3,0.38,562.0,0
7.8,17.0,43.9,56.2,2399.0,9.0,0.26,754.0,0
38.6,73.3,152.1,76.4,2884.0,12.3,0.63,280.0,1
17.0,31.9,88.9,47.4,2181.0,24.2,0.33,683.0,0
30.5,60.1,128.2,68.3,1909.0,26.5,0.33,749.0,0
91.7,239.6,922.7,77.6,1543.0,11.5,0.54,1643.0,1
20.5,63.6,239.5,90.9,1284.0,34.5,0.69,40.0,1
42.4,105.7,308.3,53.8,1253.0,15.3,0.21,128.0,1
21.7,64.5,154.0,89.0,2018.0,41.7,0.26,43.0,0
14.4,34.9,85.7,54.1,2328.0,30.2,0.32,1215.0,0
60.3,168.4,425.9,80.6,2132.0,20.8,0.98,944.0,1
3.5,9.8,32.6,65.8,836.0,36.0,0.46,513.0,0
50.0,102.2,268.8,46.9,1634.0,37.2,0.64,52.0,1
3.0,6.8,24.9,82.9,2437.0,14.5,0.32,192.0,0
46.6,125.4,484.0,53.1,1584.0,16.6,0.54,212.0,1
25.3,48.0,112.3,50.6,1749.0,42.2,0.17,494.0,0
10.7,24.7,71.6,61.5,2382.0,9.1,0.13,179.0,1
17.9,45.7,79.4,79.2,2085.0,3.8,0.52,45.0,0
40.8,130.3,260.7,54.0,1405.0,21.5,0.46,787.0,0
86.1,212.2,537.8,51.0,2718.0,36.5,0.22,213.0,0
5.3,15.6,31.4,40.6,739.0,35.2,0.72,361.0,0
11.3,27.2,100.5,68.3,2988.0,41.5,0.99,82.0,1
7.1,20.6,39.1,65.7,621.0,24.9,0.46,973.0,0
21.5,56.7,149.5,54.0,340.0,6.3,0.66,500.0,0
47.4,144.3,434.8,43.2,2703.0,27.3,0.97,1391.0,1
6.1,14.5,46.9,65.8,961.0,35.5,0.85,410.0,1
24.8,65.5,161.1,87.3,2270.0,6.0,0.52,1702.0,0
46.4,124.5,457.1,82.9,2490.0,9.4,0.76,1335.0,0
17.7,42.2,123.3,91.6,2619.0,2.5,0.22,515.0,0
29.1,58.2,151.2,40.6,2977.0,27.5,0.56,1630.0,0
57.4,110.8,184.8,98.0,1094.0,40.1,0.35,234.0,0
9.5,17.3,45.9,60.5,2218.0,30.8,0.25,273.0,0
4.0,12.0,42.4,99.4,612.0,44.2,0.48,28.0,0
31.7,67.6,205.2,55.2,1398.0,4.7,0.22,534.0,0
32.4,67.8,242.8,68.3,2590.0,40.8,0.73,768.0,1
16.7,47.3,129.3,61.2,1293.0,37.0,0.51,891.0,0
14.1,31.6,56.8,61.3,1896.0,15.5,0.58,97.0,0
25.7,64.4,98.8,90.5,1660.0,43.9,0.23,352.0,0
9.3,18.9,42.6,84.8,2044.0,14.4,0.23,117.0,0
9.3,29.3,95.0,99.5,2927.0,40.2,0.63,651.0,1
40.6,121.5,422.2,76.8,450.0,39.9,0.99,103.0,1
8.7,26.2,58.6,67.8,1850.0,34.6,0.19,1407.0,0
4.3,10.1,27.6,45.4,2630.0,26.2,0.36,157.0,0
14.0,40.3,102.8,99.8,1600.0,7.2,0.88,207.0,0
17.0,34.1,86.2,73.1,512.0,24.9,0.17,1142.0,0
35.1,63.5,132.0,82.0,1813.0,17.3,0.89,368.0,0
15.1,27.6,50.9,64.4,1197.0,36.1,0.57,20.0,0
63.9,167.5,333.6,72.9,718.0,34.6,0.47,409.0,0
26.7,65.1,106.6,96.6,2592.0,41.2,0.38,53.0,0
12.4,31.3,62.4,50.0,1708.0,2.6,0.37,2534.0,0
34.0,61.6,93.8,57.5,2820.0,36.8,0.38,532.0,0
63.1,151.0,463.4,49.1,2476.0,42.4,0.9,178.0,1
39.8,111.7,256.0,87.5,2171.0,35.9,0.75,498.0,0
5.7,13.9,54.5,43.7,314.0,7.6,0.7,48.0,0
18.3,51.6,102.5,44.9,1455.0,5.5,0.82,965.0,0
30.2,64.1,151.7,57.9,833.0,2.9,0.33,1557.0,0
38.7,113.7,272.2,70.9,2759.0,29.0,0.66,1245.0,0
21.6,56.7,86.3,64.4,771.0,29.1,0.51,251.0,0
19.3,40.4,145.4,42.7,1072.0,44.4,0.8,237.0,0
78.4,167.0,263.9,97.4,1695.0,19.1,0.38,21.0,0
40.2,107.8,415.1,97.2,1011.0,16.3,0.68,632.0,1
34.1,101.0,376.6,56.8,867.0,28.9,0.89,459.0,0
15.7,37.3,106.0,83.9,1918.0,37.5,0.46,369.0,0
9.2,19.8,56.7,74.7,540.0,42.3,0.16,1429.0,0
34.5,104.0,326.0,54.2,457.0,36.5,0.56,110.0,0
43.3,118.6,292.6,55.7,1305.0,20.3,0.41,20.0,1
24.9,60.4,188.4,69.5,2246.0,29.3,0.71,46.0,0
40.3,100.1,161.4,65.2,1798.0,38.8,0.96,152.0,1
41.0,85.6,140.0,57.5,1442.0,23.1,0.54,20.0,0
45.3,121.3,320.7,88.5,1828.0,11.3,0.52,419.0,0
5.6,12.9,37.2,68.9,1287.0,9.3,0.69,226.0,0
18.7,59.7,222.2,79.3,2828.0,2.0,0.19,119.0,0
36.0,89.0,156.8,51.4,448.0,32.9,0.33,832.0,0
26.0,64.4,229.1,72.0,2118.0,6.8,0.93,137.0,0
41.1,106.6,215.9,59.1,2706.0,12.5,0.7,698.0,0
34.1,105.1,261.1,71.6,2470.0,14.8,0.11,258.0,0
2.2,6.4,14.6,86.8,797.0,26.1,0.28,430.0,0
52.8,128.5,321.2,86.1,1099.0,19.1,0.71,1630.0,0
16.8,47.2,88.6,61.3,2236.0,31.0,0.79,23.0,0
11.7,30.8,84.9,81.7,528.0,4.4,0.86,416.0,0
51.7,128.6,450.6,96.5,2492.0,7.3,0.36,1156.0,0
39.0,80.6,209.9,77.5,2241.0,23.5,0.94,532.0,1
56.6,138.6,377.9,48.9,2270.0,16.5,0.6,195.0,0
30.4,65.2,236.1,80.8,571.0,14.7,0.73,304.0,0
18.5,57.0,186.2,46.3,2238.0,4.9,0.64,684.0,0
27.9,63.3,172.5,92.3,2136.0,40.5,0.21,1329.0,0
9.9,31.0,66.5,71.0,2543.0,31.7,0.97,25.0,1
6.9,17.5,65.1,63.1,412.0,7.2,0.21,45.0,0
14.7,39.4,116.0,43.4,362.0,4.8,0.33,236.0,0
68.0,174.1,357.5,62.8,1307.0,43.9,0.83,159.0,1
16.0,31.7,68.8,94.2,702.0,31.3,0.66,185.0,0
4.4,10.2,35.7,41.3,1808.0,20.0,0.85,150.0,0
22.1,42.8,69.0,68.5,2777.0,32.2,0.56,131.0,0
15.8,42.3,168.2,95.9,1357.0,34.5,0.44,84.0,0
53.5,129.7,236.9,63.7,2581.0,35.5,0.93,1630.0,1
64.8,187.4,653.9,65.7,301.0,22.5,0.13,93.0,0
17.8,37.6,93.4,74.7,755.0,20.5,0.87,137.0,0
30.4,61.7,168.5,67.8,382.0,2.5,0.31,170.0,0
32.3,76.4,282.9,50.1,1186.0,41.8,0.86,1622.0,0
24.1,74.5,188.8,41.1,2752.0,27.9,0.23,846.0,0
20.8,58.1,165.3,76.6,562.0,10.7,0.62,936.0,0
11.0,26.3,42.7,95.2,1937.0,41.5,0.9,66.0,1
3.6,9.0,13.6,46.4,1519.0,41.3,0.53,1086.0,0
11.0,21.0,44.5,52.7,2834.0,44.5,0.77,315.0,0
23.4,74.4,238.3,62.2,631.0,39.6,0.82,183.0,1
6.1,16.7,30.2,88.5,872.0,44.9,0.76,514.0,0
29.2,64.3,114.7,56.2,380.0,12.5,0.93,1036.0,0
26.4,69.1,174.6,92.9,1472.0,38.2,0.5,905.0,1
15.8,30.9,96.5,43.3,1050.0,37.4,0.26,1324.0,0
20.1,63.4,207.8,96.5,2649.0,11.9,0.14,1580.0,0
7.3,15.0,29.2,73.6,1933.0,6.2,0.32,163.0,0
44.8,121.2,205.9,79.5,1958.0,44.1,0.23,331.0,1
44.2,94.8,365.2,62.1,1736.0,14.7,0.6,20.0,0
8.7,24.4,52.5,86.9,548.0,39.4,0.27,1269.0,0
9.0,25.9,93.9,50.0,1502.0,2.2,0.14,101.0,0
11.1,30.5,111.5,42.9,2999.0,2.9,0.13,1186.0,0
37.3,99.2,340.2,63.7,2555.0,22.0,0.85,240.0,1
32.2,98.2,188.7,91.2,2712.0,12.3,0.63,275.0,0
51.3,97.9,348.0,85.3,2523.0,31.7,0.42,24.0,1
55.2,124.9,427.5,71.0,578.0,26.3,0.9,237.0,1
5.5,11.9,35.5,74.3,914.0,5.3,0.16,1316.0,0
36.3,115.7,271.0,47.8,308.0,9.0,0.98,20.0,1
53.7,125.9,271.6,90.4,1119.0,18.7,0.65,313.0,0
19.1,53.9,97.3,87.2,593.0,10.0,0.27,20.0,0
24.5,67.7,187.9,79.4,1577.0,36.1,0.71,278.0,0
21.8,45.7,135.3,68.0,2128.0,19.9,0.79,114.0,0
22.5,48.1,115.4,97.9,2661.0,6.0,0.49,174.0,0
44.7,98.0,263.3,92.7,2323.0,22.8,0.88,1260.0,0
76.5,181.7,437.7,78.7,2834.0,5.9,0.24,344.0,0
62.4,132.9,412.2,62.3,446.0,7.5,0.35,192.0,0
16.5,30.1,113.0,77.1,333.0,12.3,0.18,534.0,0
30.5,92.3,176.3,74.5,2086.0,39.0,0.29,92.0,0
12.7,40.0,98.1,63.7,1081.0,41.8,0.31,180.0,0
13.9,31.6,58.5,58.4,984.0,37.5,0.93,474.0,0
23.7,53.9,165.2,64.4,1193.0,16.4,0.17,163.0,0
13.5,24.5,81.4,74.4,1028.0,13.7,0.48,682.0,0
15.4,42.3,162.0,65.7,1681.0,25.6,0.58,406.0,0
29.9,88.5,194.4,55.8,1488.0,33.0,0.91,887.0,0
36.0,72.1,279.6,85.7,1684.0,44.7,1.0,1777.0,0
35.3,71.4,118.4,71.9,2116.0,7.7,0.78,74.0,0
35.5,103.3,310.7,44.1,1345.0,4.1,0.97,244.0,0
7.9,21.0,34.5,62.1,979.0,31.9,0.81,231.0,0
12.9,24.1,90.0,93.1,749.0,37.8,0.97,98.0,0
25.7,68.8,194.2,85.3,1244.0,38.4,0.74,997.0,0
52.1,116.2,368.9,59.4,2303.0,31.2,0.17,856.0,0
104.4,241.8,865.4,96.3,2343.0,43.0,0.46,397.0,1
31.4,90.2,169.3,44.6,2101.0,24.0,0.68,463.0,0
41.7,122.5,195.6,97.7,932.0,41.3,0.42,37.0,1
7.0,16.5,61.1,54.7,1888.0,43.6,0.35,486.0,1
41.0,128.0,292.9,40.5,1841.0,38.4,0.62,940.0,1
86.8,205.7,374.9,66.0,1608.0,15.3,0.94,512.0,1
12.9,37.2,99.2,61.5,1785.0,10.4,0.13,185.0,0
15.8,39.1,117.2,72.3,1628.0,25.6,0.79,661.0,0
45.6,139.4,219.9,87.8,1827.0,21.5,0.75,269.0,0
25.5,78.3,171.2,90.5,2232.0,39.7,0.97,472.0,1
3.2,6.2,9.8,64.1,596.0,6.3,0.94,401.0,0
16.6,51.7,131.9,65.8,2324.0,13.1,0.79,288.0,0
64.7,191.2,714.5,48.9,667.0,34.3,0.57,761.0,1
20.0,58.1,229.8,42.9,480.0,6.1,0.28,1292.0,0
20.0,41.6,128.5,78.5,2935.0,15.8,0.59,20.0,0
43.6,127.7,243.2,43.9,2884.0,18.6,0.79,1627.0,0
32.2,96.2,362.2,84.0,463.0,28.8,0.91,430.0,1
19.1,42.2,117.6,72.3,1497.0,8.8,0.81,724.0,0
14.9,46.7,88.1,51.9,803.0,39.0,0.28,1161.0,0
136.6,255.5,971.9,72.4,1610.0,21.2,0.64,378.0,1
57.7,115.9,393.4,51.0,2541.0,41.4,0.4,1081.0,0
35.5,90.7,302.0,66.3,2867.0,22.1,0.11,117.0,0
37.2,96.9,317.0,88.0,2012.0,13.8,0.28,104.0,0
22.6,61.2,122.5,67.7,1256.0,8.1,0.2,643.0,0
31.9,58.2,118.0,48.9,1929.0,2.2,0.86,1225.0,0
20.8,65.4,210.7,83.4,1142.0,24.9,0.33,1338.0,0
11.9,22.1,45.3,51.2,2757.0,6.6,0.36,619.0,0
32.8,65.6,170.4,84.3,2650.0,18.8,0.96,447.0,0
19.4,35.3,122.0,68.8,1807.0,27.3,0.44,242.0,0
34.0,88.3,305.5,67.2,1177.0,13.9,0.11,2347.0,0
38.7,120.1,316.3,91.1,1092.0,9.5,0.36,231.0,0
35.3,96.6,336.1,82.5,390.0,35.3,0.21,818.0,0
11.0,32.5,116.9,42.0,2503.0,42.7,0.19,456.0,1
17.8,32.3,101.3,57.8,1516.0,6.3,0.17,563.0,0
19.7,50.4,104.5,92.3,1178.0,8.7,0.63,300.0,0
49.1,119.9,261.9,41.1,1572.0,43.3,0.27,2008.0,0
47.3,118.3,270.5,72.7,2511.0,3.6,0.43,509.0,0
13.6,25.9,46.4,83.7,636.0,44.0,0.88,1666.0,0
7.7,21.2,46.3,77.3,2616.0,2.2,0.48,20.0,0
107.6,269.5,545.3,85.6,2723.0,39.6,0.92,510.0,1
34.4,98.6,260.3,83.5,2856.0,15.2,0.55,758.0,0
6.7,16.6,62.5,81.5,1373.0,42.4,0.46,820.0,0
15.6,31.3,55.1,89.3,886.0,15.6,0.78,1412.0,0
50.5,136.6,450.9,78.7,1309.0,30.1,0.17,20.0,0
91.2,186.1,598.9,64.1,1199.0,5.4,0.18,20.0,0
81.6,246.4,428.6,68.3,776.0,12.4,0.69,383.0,1
33.3,88.6,337.3,83.0,1940.0,35.3,0.54,20.0,1
25.1,50.6,147.9,92.6,1587.0,24.7,0.81,2202.0,0
10.1,31.7,76.3,56.3,2637.0,41.9,0.92,151.0,1
26.7,67.4,228.7,60.5,387.0,20.4,0.45,384.0,0
11.4,21.6,46.3,95.8,2038.0,39.4,0.64,38.0,0
17.9,47.9,155.0,74.7,2360.0,21.3,0.55,443.0,0
45.6,98.2,157.1,50.7,2351.0,44.1,0.98,287.0,1
20.7,60.6,218.2,79.8,2692.0,43.3,0.85,27.0,1
19.6,57.8,151.5,99.4,2268.0,16.2,0.92,245.0,0
24.0,76.2,235.7,89.4,2805.0,40.1,0.33,298.0,0
117.8,294.9,605.5,84.7,1198.0,38.4,0.8,2758.0,1
9.1,22.1,70.5,52.5,1659.0,11.1,0.34,140.0,0
30.8,88.0,302.0,92.6,338.0,28.8,0.29,472.0,0
76.9,152.6,409.4,71.5,319.0,5.1,0.95,2620.0,0
24.0,61.5,187.3,93.4,948.0,38.0,0.12,942.0,0
57.0,146.1,385.8,59.8,572.0,9.5,0.97,3009.0,1
7.2,13.8,51.5,43.7,1003.0,5.0,0.23,2071.0,0
21.3,50.7,139.3,68.6,778.0,19.2,0.84,403.0,0
12.5,37.4,134.8,56.2,377.0,26.8,0.35,715.0,0
23.8,71.3,249.9,82.9,2755.0,38.8,0.42,70.0,0
24.2,46.9,118.4,97.4,322.0,43.9,0.3,349.0,1
26.1,50.4,104.5,81.5,2287.0,20.9,0.63,993.0,0
45.3,98.2,246.9,93.2,711.0,4.6,0.41,422.0,0
1.9,5.6,20.0,67.2,2763.0,34.2,0.69,728.0,0
15.0,29.7,61.4,86.3,2711.0,26.3,0.11,822.0,0
29.3,82.3,231.4,90.6,2066.0,21.3,0.16,175.0,0
3.4,6.6,23.4,82.7,2115.0,15.3,0.19,1251.0,0
39.0,104.3,248.6,70.5,314.0,23.6,0.48,370.0,0
14.8,33.9,105.3,77.6,2959.0,16.6,0.83,142.0,0
21.6,62.7,132.6,82.0,2670.0,34.6,0.9,1203.0,1
46.7,99.4,176.2,55.2,2717.0,25.4,0.32,325.0,0
58.7,158.2,551.5,88.6,2080.0,39.7,0.62,833.0,1
39.9,84.9,148.3,97.0,1231.0,25.4,0.79,476.0,0
8.8,24.7,53.7,67.9,2713.0,12.2,0.36,289.0,0
38.5,116.3,423.2,82.1,1087.0,38.6,0.47,996.0,1
40.3,79.7,188.6,84.2,1819.0,26.0,0.57,527.0,0
34.9,105.3,414.1,79.7,569.0,10.9,0.22,297.0,1
65.1,171.3,676.6,72.8,2789.0,28.8,0.12,70.0,0
26.7,52.7,114.5,92.9,680.0,17.4,0.24,1355.0,0
63.5,152.2,243.9,66.9,907.0,38.3,0.66,22.0,1
63.2,128.0,417.7,43.7,1807.0,21.5,0.17,1193.0,0
41.1,114.3,300.2,90.7,2363.0,33.2,0.27,268.0,1
31.2,89.3,156.4,80.4,1972.0,6.1,0.4,612.0,0
35.1,68.3,223.4,91.0,927.0,19.0,0.17,1532.0,0
74.5,186.8,294.8,48.3,303.0,44.3,0.27,99.0,0
52.0,153.0,562.2,41.8,2344.0,36.8,0.92,502.0,1
9.9,30.7,56.6,96.1,2960.0,8.9,0.12,867.0,1
33.5,84.4,153.5,48.9,2487.0,13.9,0.69,850.0,0
11.9,37.3,72.3,88.6,1543.0,16.2,0.45,447.0,0
14.4,36.7,143.0,89.4,2740.0,30.0,0.71,588.0,0
18.5,43.5,140.6,82.5,1407.0,34.6,0.63,850.0,0
6.5,19.3,67.7,47.9,1717.0,34.2,0.3,1103.0,0
11.2,27.9,69.7,80.0,1588.0,23.9,0.86,861.0,0
67.5,166.0,388.6,93.3,1509.0,36.9,0.54,262.0,1
14.3,35.6,74.2,65.5,2393.0,20.8,0.84,3433.0,0
45.5,135.7,366.7,64.8,1722.0,7.3,0.47,342.0,0
28.5,84.4,243.1,66.6,1155.0,26.3,0.99,20.0,1
37.3,88.3,271.8,44.9,997.0,42.9,0.79,270.0,1
38.4,87.1,186.7,93.5,402.0,36.1,0.97,82.0,1
10.8,26.8,103.7,92.2,1875.0,26.9,0.56,78.0,0
45.3,117.8,226.7,99.9,921.0,29.8,0.53,198.0,0
7.9,16.9,66.2,75.1,700.0,42.0,0.78,33.0,0
13.8,40.1,61.7,85.1,2065.0,20.4,0.89,700.0,0
38.0,94.4,255.2,52.2,2139.0,16.2,0.97,46.0,0
10.1,22.9,53.5,80.1,2331.0,44.0,0.39,136.0,0
3.0,5.8,15.3,79.0,1660.0,39.1,0.82,59.0,0
32.4,69.2,202.4,94.1,2714.0,15.9,0.29,39.0,0
5.3,16.6,42.9,89.8,2828.0,21.9,0.59,187.0,0
40.6,90.4,229.4,96.3,2480.0,19.8,0.26,509.0,0
19.6,39.9,133.0,92.1,2016.0,8.4,0.41,2006.0,0
32.1,78.4,252.0,92.1,1120.0,43.2,0.94,1250.0,1
31.6,70.5,252.8,43.8,2954.0,19.4,0.23,1252.0,0
42.7,79.0,167.8,90.8,1040.0,39.6,0.67,116.0,0
38.8,87.5,264.5,76.4,847.0,10.1,0.63,185.0,0
10.0,25.7,76.1,62.8,1494.0,25.6,0.21,48.0,0
20.6,52.9,128.3,43.4,453.0,3.0,0.39,904.0,0
32.0,73.7,200.0,80.7,2942.0,34.9,0.61,43.0,1
64.2,155.8,356.0,59.7,1889.0,27.0,0.27,488.0,0
39.1,123.2,228.5,68.1,1804.0,28.9,0.82,171.0,1
60.6,141.0,286.9,80.9,2071.0,4.2,0.97,167.0,1
33.3,71.9,126.8,94.7,1642.0,11.1,0.29,2808.0,0
52.6,112.7,361.5,89.5,387.0,5.2,0.27,848.0,0
30.1,73.6,231.9,67.0,1953.0,14.4,0.51,1088.0,0
51.2,146.6,568.2,63.3,2234.0,29.0,0.77,509.0,1
18.8,39.2,130.5,54.4,1425.0,26.3,0.35,1229.0,0
69.1,193.1,314.8,62.3,2345.0,28.3,0.12,622.0,0
36.0,65.8,244.3,46.7,913.0,25.6,0.59,1753.0,0
6.5,15.5,56.8,98.3,897.0,13.7,0.96,198.0,1
32.8,94.7,247.0,74.4,736.0,12.5,0.45,543.0,0
39.2,89.1,264.1,47.7,1304.0,7.9,0.48,703.0,0
46.4,120.0,473.0,61.2,2587.0,38.5,0.97,299.0,1
85.1,177.7,503.0,72.8,2535.0,28.5,0.73,1271.0,1
16.4,46.6,175.5,72.0,1334.0,10.0,0.75,2341.0,0
85.5,160.2,273.5,42.1,1891.0,9.6,0.61,408.0,0
25.1,75.1,148.4,97.1,2246.0,39.5,0.98,297.0,1
13.2,27.4,71.4,56.5,951.0,33.9,0.72,383.0,0
16.7,50.6,149.9,41.0,754.0,30.4,0.91,1149.0,0
37.6,86.1,305.0,44.6,2925.0,19.5,0.73,622.0,0
11.5,32.4,128.8,74.8,1967.0,13.3,0.76,27.0,0
19.1,42.8,105.8,48.3,2950.0,44.1,0.36,469.0,0
32.2,98.9,160.1,42.5,1212.0,36.3,0.37,20.0,0
68.8,136.0,476.5,62.8,2198.0,15.0,0.8,904.0,0
45.5,93.2,280.5,77.4,901.0,38.4,0.37,239.0,1
25.9,64.4,128.5,46.7,1005.0,34.6,0.61,383.0,0
37.4,71.7,196.2,58.8,1682.0,14.8,0.32,962.0,0
30.0,62.2,208.6,65.1,1163.0,20.3,0.84,29.0,0
8.7,27.1,92.8,49.6,753.0,10.0,0.2,104.0,1
76.7,243.0,668.1,70.4,1010.0,6.8,0.85,304.0,1
69.5,161.7,366.0,45.1,397.0,33.1,0.64,157.0,1
23.6,73.0,287.1,42.8,2202.0,13.5,0.27,247.0,0
17.2,44.2,139.5,71.2,1629.0,37.3,0.59,3784.0,0
8.9,19.3,48.7,54.9,554.0,44.8,0.35,1047.0,0
39.1,108.8,239.6,45.7,764.0,5.3,0.39,1292.0,0
39.3,106.9,355.9,65.4,577.0,22.3,0.42,1659.0,0
12.4,39.6,83.4,94.9,1954.0,36.5,0.16,250.0,0
30.2,65.6,126.6,83.5,554.0,35.9,0.99,212.0,1
44.5,121.9,344.4,88.9,2337.0,34.7,0.13,160.0,0
16.3,30.5,67.8,92.3,355.0,17.0,0.7,1064.0,0
21.4,41.9,128.7,98.4,973.0,21.5,0.43,683.0,0
21.2,38.3,68.8,85.8,2705.0,27.6,0.68,162.0,0
13.2,42.1,132.0,76.5,2240.0,43.9,0.42,284.0,0
21.7,63.5,140.3,61.9,497.0,16.1,0.71,424.0,0
5.4,15.7,23.5,50.9,2517.0,41.7,0.76,451.0,0
20.4,51.2,93.0,81.2,1631.0,13.6,0.72,1317.0,0
20.6,45.8,175.4,99.7,2586.0,44.5,0.2,287.0,0
23.8,47.9,175.8,68.0,1922.0,30.8,0.69,1435.0,0
35.5,78.0,162.6,83.4,2141.0,21.9,0.35,349.0,1
8.2,19.1,65.6,69.7,2982.0,28.4,0.13,823.0,0
9.8,27.9,84.3,65.9,927.0,13.7,0.47,1598.0,0
12.9,32.9,129.0,64.6,1985.0,13.8,0.49,1429.0,1
7.4,14.1,34.2,70.3,1543.0,6.9,0.52,35.0,0
38.4,70.1,224.4,62.0,407.0,6.9,0.73,138.0,0
15.7,30.5,50.6,84.9,339.0,16.9,0.38,389.0,0
24.4,57.9,144.3,92.5,622.0,34.8,0.38,339.0,0
11.9,37.0,144.6,93.0,2053.0,28.1,0.15,614.0,0
18.7,50.2,143.1,53.7,1831.0,6.4,0.72,1737.0,0
31.3,91.5,203.0,93.8,1794.0,38.6,0.61,72.0,1
32.4,79.5,143.1,60.5,386.0,27.9,0.41,361.0,0
10.2,23.4,76.4,58.6,1567.0,43.3,0.73,128.0,0
23.5,45.8,142.6,83.6,2796.0,30.8,0.58,1347.0,0
12.1,36.6,89.1,58.3,1373.0,9.5,0.52,2004.0,0
22.8,66.1,256.1,43.2,1987.0,22.4,0.56,391.0,0
14.6,29.7,46.2,62.4,2406.0,29.9,0.67,66.0,0
79.9,201.2,454.5,83.3,2417.0,3.2,0.69,923.0,0
44.3,110.0,418.3,59.6,1702.0,2.6,0.36,717.0,0
33.4,89.4,205.9,77.8,2616.0,7.6,0.23,263.0,0
20.0,62.4,133.0,79.6,1357.0,12.8,0.24,1310.0,0
45.2,118.0,334.7,84.0,2699.0,20.5,0.68,2234.0,0
24.0,61.3,218.4,93.8,949.0,23.0,0.89,490.0,1
74.6,139.6,245.4,66.0,1057.0,7.9,0.47,500.0,1
48.3,91.2,351.9,50.0,443.0,31.0,0.25,212.0,0
18.6,38.3,133.4,59.1,2448.0,27.6,0.78,527.0,0
69.1,127.6,249.1,65.9,1426.0,14.7,0.85,348.0,1
20.1,57.0,186.9,82.8,919.0,2.6,0.89,216.0,0
83.0,233.4,574.7,40.8,926.0,5.3,0.65,42.0,0
71.6,142.4,356.9,58.9,2734.0,18.8,0.87,175.0,0
31.2,92.6,320.2,86.8,2552.0,8.6,0.11,132.0,0
5.6,11.4,44.4,80.3,1795.0,18.2,0.2,469.0,1
29.4,65.4,118.8,83.9,1963.0,29.0,0.18,552.0,1
9.2,19.8,50.5,88.7,1581.0,25.5,0.74,563.0,0
15.0,34.8,94.0,87.0,1357.0,11.9,0.16,295.0,0
15.9,34.4,83.9,80.9,2772.0,16.8,0.55,328.0,0
9.1,22.7,54.6,66.4,639.0,28.4,0.53,1078.0,0
29.5,70.0,114.1,99.0,1430.0,39.0,0.38,388.0,0
13.5,43.0,138.2,74.1,1230.0,34.4,0.88,2642.0,0
20.8,39.1,101.2,52.2,1645.0,25.8,0.25,347.0,0
16.1,32.1,63.8,57.6,1536.0,17.6,0.42,629.0,0
35.6,66.7,236.1,81.6,1701.0,17.7,0.8,31.0,0
33.8,90.4,317.0,95.5,678.0,39.8,0.13,636.0,0
19.5,36.6,99.4,50.7,1685.0,3.7,0.71,1144.0,0
36.9,109.5,245.9,44.9,955.0,44.5,0.83,1713.0,1
57.1,143.8,445.2,92.9,798.0,30.6,0.94,3553.0,0
2.5,6.2,13.8,94.9,475.0,31.3,0.89,199.0,0
